RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02
96170,90602,Whittier,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386800,383000,377600,371600,366700,363900,360800,356900,353300,351400,351600,354100,355600,355300,354700,355000,354000,351900,350400,350700,351100,353000,357800,363600,366900,368500,372600,379000,382600,383200,385500,392100,399700,406300,411800,417700,423600,429300,433800,437500,438000,436900,437000,439500,441400,444100,447000,449800,451800,453600,454800,456400,458500,460500,463900,468300,471700,473500,476000,480100,483600,485000,486300,488800,490700,491600,494700,501100,507200,511000,508600,502500,501000,506100,512600,520400,527100,531800,536500,541200,546500,551900,556100,555300,553100,554600,558100,559600,560600,562200,563200
96230,90746,Carson,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5487,165400,165100,164800,164400,164000,163400,162700,162400,162700,163400,163700,163900,164300,164800,165400,166200,166600,166900,167000,167100,167400,168500,169800,171100,172500,174100,175000,175500,176000,177100,178600,179800,180600,181000,181600,182900,184900,187200,188400,188300,188100,189000,190500,192200,194100,196600,198700,200500,202200,203500,205100,207200,209200,211100,213400,215600,217300,219200,221300,223100,224400,225800,228000,230600,232100,232600,233100,234300,236300,239400,244000,248400,251300,252800,255500,260800,266300,269800,272800,276800,281400,287300,293300,298100,302100,305700,308100,310200,315400,322700,329500,335800,341000,344000,347000,353200,361700,371300,381200,390500,398800,407900,417800,427400,437300,446900,455000,461500,468300,477000,486700,495900,504000,511600,518800,525500,530100,532300,534800,538600,541700,544600,548600,550900,552400,554600,557300,560300,561700,561000,560800,559600,557200,555400,552400,546600,539100,529700,518800,507800,495500,483100,470500,459000,449000,440700,431400,422600,414500,407400,400800,394800,388000,381500,375700,370000,363100,356300,349800,345000,342600,342800,344100,342900,347000,356700,363700,364500,365500,362000,359100,361000,365200,365000,361000,356400,351800,346500,342300,340500,339200,338100,337200,334000,328200,323700,323500,326000,328800,330500,332400,335300,338200,341000,344000,347700,350900,353500,355600,359500,362500,363900,366200,370400,376200,384400,392400,397900,402700,406600,408700,409900,410300,411300,413300,417800,423500,430800,437200,440900,443300,446700,448800,449600,451700,454800,457200,458700,460100,461000,461800,462500,463300,465100,468700,472200,474000,475900,478700,482700,486400,490200,492300,492500,492400,493700,495900,499600,502500,505200,508800,512000,514100,516900,520800,526200,532800,539900,546000,551800,555400,557300,558600
96508,91768,Pomona,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5579,116800,117600,116900,116200,115500,114600,114200,114300,114900,115700,116000,116500,116700,116800,116800,116400,115700,115500,115600,115600,115600,116100,116900,116700,115200,114100,114500,115200,116000,117700,120000,121700,122300,122300,122000,120900,119500,119700,121300,122500,123000,123600,124400,125200,126000,127100,129000,130800,131700,132000,132100,132100,131900,131700,131600,131900,133300,135300,137100,139000,141300,144000,146200,147900,149300,149900,150300,151400,152600,154400,156600,159000,161600,163900,165600,167900,171100,174600,178500,182300,185700,188300,190000,191600,193900,197200,202000,207300,211800,216300,221900,227700,233900,241100,249600,258400,266900,273200,278700,285600,295000,304000,311000,316200,320700,324300,327900,331500,335800,341400,348200,355900,364000,371500,377500,382200,386300,390500,394900,399200,404500,410300,414400,416600,418400,418000,415300,413300,412000,410300,409100,408900,407900,406000,403500,399000,393800,388400,384200,380500,374900,367000,360800,355000,346500,336600,325700,314000,303400,294100,285100,276400,267300,257600,248600,239500,229400,218900,210800,205200,201000,198300,197100,196000,197700,202400,205300,207600,211500,215300,217600,219700,220700,222000,222800,222800,222100,222100,221000,218500,217400,219000,219800,218700,215700,212300,209900,209500,209300,209000,208900,209600,211100,214200,217800,220900,223800,227100,229300,231700,234900,237100,239500,244000,249300,253900,259100,265600,272700,278900,284400,289300,293600,297700,302200,306700,308900,308800,309700,312200,315500,318100,320700,322400,322500,322900,325100,325500,324400,323700,323500,324100,326500,328800,330500,331500,332100,332500,334700,337900,340900,342600,345800,350000,353100,355400,359800,365100,369000,370800,372400,376300,382500,388300,391900,392000,392600,395700,399200,402500,406000,408900,411500
96100,90240,Downey,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5591,190300,190300,189900,189000,188500,188100,187800,187900,188100,188500,189100,189200,188700,188100,186900,185000,183700,183300,182900,183000,184700,187300,189800,192000,193400,194900,196100,196900,197500,198800,201100,203300,204100,204600,205400,205700,206100,206900,208100,210500,213000,214500,216100,217800,219300,221700,225200,228600,231800,234300,235400,236000,237500,239100,240200,241600,243500,245200,246800,248700,250400,252300,255800,259300,260500,260700,261300,263000,265300,269100,273600,277500,280200,283200,286500,290400,295700,302400,310000,316900,322400,327400,332600,338000,343700,348800,353200,358800,366800,376000,383800,389500,395800,401900,405900,410100,419200,433300,448200,460600,471100,480100,487300,496200,505700,513800,520700,529500,538700,546600,556700,569800,580300,587500,596900,606800,615900,624800,633400,639300,641200,640900,641300,643100,645300,647600,648800,648600,647000,646400,648700,651900,653100,652100,646700,638700,630600,621600,612400,604100,592300,577000,562000,550100,538900,528500,517000,505100,494900,487400,480100,473200,465100,456900,449600,442700,435800,428100,421100,416300,413800,412200,410800,407700,409600,415700,420400,420400,420300,419700,419400,416800,413000,408800,405700,404700,406000,407300,407000,405000,401900,399900,400100,400500,400200,399400,397700,394800,391400,388100,386400,386800,388000,392000,399000,405200,408000,409800,412200,415700,418900,423000,427400,433700,439900,444300,446300,451300,457900,463300,468100,473700,477600,479700,481600,483200,485600,488800,490600,491600,494400,497600,498900,498400,499400,502100,506200,511500,519700,526400,530700,533600,537100,540400,545500,552100,557200,559500,561100,564000,566200,567800,565300,561900,561500,566100,570900,575300,577000,578600,583600,589800,594000,596900,601100,604800,608000,611900,616400,622400,627600,630200,631000
96270,91010,Duarte,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5608,134400,133200,132200,131700,131200,131200,131400,131400,131800,132700,133500,133800,133800,133500,132800,132300,132000,131900,131900,132100,132600,133400,134100,134700,135500,136100,136500,137000,137900,139500,141000,142100,142200,142000,142500,143000,143500,144900,146200,147200,148300,149400,150500,151900,153800,155800,157200,158400,159700,160700,161500,162600,163600,164800,166400,167600,168700,170500,172500,174400,176800,179800,182600,184600,186100,187100,187900,189500,191900,194000,196500,199500,202000,204900,208200,212000,216300,220000,222700,226000,229500,232500,236400,241500,246200,249600,252500,255600,258800,263500,270900,278800,286500,295000,302900,309500,315800,322900,330700,338400,346300,354600,361400,366200,370900,376000,381100,386300,392900,401200,409600,417800,425900,431000,432800,435200,438900,441300,442700,444900,448300,451900,457500,463000,465300,465500,466100,466400,466900,467200,467400,467500,467900,466900,464700,461800,458300,454600,451100,446500,439900,433700,426000,414900,402200,390300,378900,369500,362100,355400,348700,342300,337400,334100,330200,324800,319000,312700,306600,301800,299100,298200,298100,299300,297400,293000,290600,292600,294200,295000,295400,295300,294600,294800,296800,298900,300800,301900,301900,300200,299000,298200,296700,294700,292400,289600,286000,282300,279600,278600,278500,279500,281100,283400,286100,288200,290100,292400,295000,298200,302600,307200,312100,317700,323800,330200,336400,341800,347000,352000,355800,358600,360400,362400,365300,368600,371900,375900,379900,383900,387600,389900,390700,391000,392500,395100,397700,398800,399600,400100,400800,402100,403400,403400,403300,404600,407400,410600,413600,416900,419900,420400,423300,427700,429500,429400,432500,435900,438900,441700,444500,447100,449900,453600,455900,457200,460000,464900,467900,469300,471600,475800,478400
96366,91340,San Fernando,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5625,115400,115900,116300,116700,117100,117500,117700,117800,118500,119600,120500,121000,121700,122000,121700,121400,121400,120900,120300,120200,120800,121900,123200,123900,123800,123300,122500,121400,120400,120700,121600,122900,124200,125300,125900,126700,127400,128600,130200,131900,132800,133100,133700,134900,136300,138100,140600,143200,145800,148100,149700,150800,151800,152800,153300,154200,155700,157600,159800,162200,164000,165300,166900,169200,171800,173900,175400,176800,178500,180300,182100,183300,184600,187200,190700,194600,198400,203500,210200,215700,218600,221100,223600,226700,230100,233700,237600,242400,249000,257400,266400,274300,281200,287700,295400,303700,312800,323100,334500,344800,353100,357700,359900,363400,369900,378000,386300,394300,401900,408900,415000,422300,431900,440700,448100,455500,461800,465100,468100,473300,479900,485600,489600,492600,494700,495900,496100,496700,497200,497500,496400,494200,491600,489600,487500,482200,472300,461600,453900,446000,435800,426500,418800,410200,399600,387900,375400,363400,351900,340600,329100,318000,307200,296800,286800,276400,265200,253900,244700,239200,236600,235500,235400,235300,237500,240000,241000,240600,242300,244300,245700,245900,246000,245800,246000,246300,246500,246700,245400,244800,246000,247200,246200,245000,244800,244400,243200,242400,241700,241500,243000,244800,245700,249400,253900,256400,257700,261000,263700,266500,269000,271700,275500,282300,288400,292500,297200,303400,308800,313700,319000,323700,327000,329800,333900,337800,339500,340500,343100,347000,349300,350100,351400,353200,357300,362300,364800,365700,367800,369300,370600,371400,372700,375100,377800,379800,381800,384800,389900,395400,399500,402600,407900,413600,416500,417000,419000,421300,422800,423600,424600,426200,429200,432800,435100,437100,441000,444500,446900,450900,454800,456500,457000
96438,91506,Burbank,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5746,181300,182300,182300,181600,181700,183100,184600,185500,186600,188200,190200,192100,193700,194600,194600,194300,194300,194900,195500,196600,199000,201500,203600,205600,207400,209600,213200,217100,219300,220200,221900,224900,227800,229600,230800,231600,232200,233200,234600,236100,237700,239300,241300,243200,244600,246700,249600,252300,255400,258200,259900,261100,261900,263100,266100,270000,274000,278100,282200,286200,289100,290600,291500,293100,295800,299300,303200,306400,307600,308300,310400,313900,319200,326700,334800,342100,348700,354000,358900,364600,370800,377200,383700,388800,391400,392300,394100,399500,408400,417800,425600,433600,442800,452600,462200,473000,486100,500900,513900,522900,528500,533300,537900,542300,547100,551900,557100,562900,569500,578400,590500,605000,619100,630000,637100,641000,644800,648700,651600,653200,652600,651000,652500,654600,653400,652200,651100,649600,648200,648500,649600,651100,651700,649200,642700,636200,631500,626500,621300,616400,610000,601400,591800,580400,569200,561200,553200,543700,536100,530800,526100,522300,519300,517200,514400,510300,505100,499100,494600,493100,493100,492200,492300,493400,495600,498300,501500,504500,507700,509100,508200,506200,504800,504300,505000,505300,505200,503600,502100,501700,502400,499900,492000,478800,468100,464100,462400,458500,455500,453600,451800,451300,451400,454600,463900,479500,492400,498700,501700,508900,514600,517500,520500,525800,534400,546700,559200,568600,575400,580700,584300,585800,586900,590600,596300,601000,602400,605200,611000,614600,615100,617300,622300,626500,630400,635100,640200,645300,649400,650800,651800,656400,661100,663900,666900,671700,677200,683400,689600,697000,704900,707900,707900,708500,710400,712600,716100,719300,722700,725800,728300,731400,735600,740100,743000,746400,752200,759300,763800,767100,771600,778100,783100
96478,91731,El Monte,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5752,133000,133800,134500,135400,135400,134600,134000,134000,134300,135100,136200,136900,137000,136700,136600,136900,137000,137200,137500,137700,137900,138900,140000,140300,140000,140100,140500,140600,140500,140600,141200,142300,143500,144200,144200,144500,145700,147400,148300,148000,147800,148400,149100,150200,151800,153800,155600,156800,157300,158200,159300,159800,160000,160800,161800,162700,163800,165100,166700,167300,166900,166100,166500,168300,170900,172800,174200,175400,177100,179200,182000,185600,189000,191400,193800,197800,203300,208800,214000,218700,222700,226000,229700,234200,238900,243300,247200,249900,252200,255700,260600,265800,271200,276600,282400,289100,297500,307100,316300,324900,333300,340100,345200,349700,354600,360900,366900,372900,380400,388800,396300,404000,412000,419800,427200,433800,439100,442600,444500,445500,446500,448000,450700,453000,453700,453000,451600,450400,449700,449300,450700,452400,451700,447700,442900,437800,432700,429000,426300,421500,413500,405400,397000,387800,378500,370900,363600,356900,351000,346100,341700,337500,333700,330500,327500,324100,319900,314400,308600,305300,303900,303400,303400,305500,308400,310800,311200,310100,309800,312800,317600,319800,319400,317600,315500,314200,312800,310300,308800,309300,309300,309200,308100,305900,303900,303200,302400,300500,299700,300300,300200,299300,300100,301500,303600,306700,309800,311500,313200,315600,318800,322400,327500,333900,339900,345400,351600,357600,360900,362000,363100,365900,369800,374200,377400,380600,383800,387000,389900,393600,397200,400800,403900,404300,403300,404200,407800,411500,414500,415900,415400,414700,416300,419800,423700,428100,431800,433400,434300,436600,439800,441400,442900,445200,447200,449000,451600,454700,457100,459600,463500,468900,474000,478200,481600,484500,488900,494900,500000,504400,509400,515000,518700
96103,90245,El Segundo,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5793,257600,258500,258800,260500,261500,261800,261700,262000,262300,263400,265400,267400,268100,267700,268200,269900,271000,272000,274300,278400,283900,289600,294500,298900,302800,306200,309400,312500,315400,318400,321500,323800,324800,325700,326400,325300,321900,320500,324800,330800,334600,336400,336500,336800,339700,345500,352900,360600,368500,373600,374600,376900,383900,392500,401000,407300,408600,408100,407300,406900,407300,410400,415200,420100,421900,421000,420400,421500,425100,430500,437200,443700,451800,458500,461500,462300,467300,476300,485200,492200,497400,499800,499000,497800,501400,509600,516300,521600,527900,538300,554400,574400,592400,606800,620300,632200,642700,655700,672900,687700,698600,701400,699400,702000,711800,724100,739500,756700,768100,777500,790400,803600,812100,822600,830000,826700,818100,815100,818500,824400,827000,825900,821800,816600,813800,812100,808600,805500,804400,805300,804900,804600,806700,804300,795200,787800,783400,779000,775900,772700,772200,771700,765300,753800,744900,739800,736400,732000,725700,720000,716500,714000,711200,709500,706600,700000,691800,682800,677200,678900,685100,691900,697000,700800,699400,694600,692400,691800,690200,691500,694600,699400,705200,706700,706300,710500,714200,712500,708200,712200,716100,715300,716900,716300,709600,704500,703100,698700,697500,696600,696800,699200,706900,717500,728500,736900,742100,742500,741500,743900,747800,754000,765600,777300,788100,799700,807300,813300,820900,825400,821600,814300,807500,804000,800100,798700,801100,801100,795600,792400,794500,801000,808500,814700,828600,854300,881500,900200,911700,921300,929800,936800,938100,940100,957500,989600,1018900,1038200,1056000,1067700,1072800,1079500,1095000,1105100,1114700,1137300,1164200,1177000,1179500,1181300,1184800,1191600,1201700,1213400,1219200,1219700,1222900,1232100,1242100,1255200,1268800,1279500,1282600
96282,91040,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5817,151100,151600,151500,151600,152200,152800,153300,153800,154400,155100,155800,156100,155800,155000,154400,153900,153300,153500,154300,155000,155600,156700,158200,159500,160300,160700,161000,161300,162000,163500,165800,168700,171300,173100,174900,177100,179200,181800,185000,187900,189600,190300,190500,190700,190600,191600,193400,195700,198200,200700,202600,204400,206000,207700,209600,211600,213900,216900,219900,222200,224200,226700,229100,231200,232700,234000,235600,238300,241600,245000,247700,250500,253000,254600,256100,259500,265400,272500,278500,283400,288300,293500,298900,304000,309000,314000,318800,323300,328000,332800,337900,343900,351200,359500,368800,378900,389100,399300,409000,417200,423000,427700,433100,438400,444000,449700,455800,461800,468900,477300,489200,503300,517300,528500,537900,545500,550200,552500,554100,554400,554900,557200,560200,562000,561500,560100,557600,553500,550100,548000,545100,542400,541800,541200,536700,528700,520000,513800,510500,506900,500300,491700,481400,469900,457800,445900,434200,424500,417500,412900,408900,405200,402200,400700,399300,396300,392500,387400,382700,382200,385400,387100,385000,383500,380300,374100,370200,370900,370400,369200,370300,369600,365900,361300,357300,354300,353600,354000,352900,350600,348400,346000,341600,336800,333200,331000,330200,330500,331800,332500,333100,334200,335100,335800,338000,340400,341600,342700,345200,347500,350000,353500,358300,363900,372100,381900,391300,399400,406900,413300,417900,421700,423700,425700,426700,427800,430300,435100,438500,440700,442600,446800,450200,451000,454000,461100,469800,475500,477600,477600,477900,479400,480600,480400,480900,483900,486600,490300,494600,498200,501900,505500,512800,521500,525500,526300,532100,539100,544100,547400,551700,558200,566900,575100,577900,578300,582600,588800,592600,596900,602900,608800,612300
96042,90061,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5820,110600,110500,111400,111600,111100,110500,110300,110600,111700,113000,113600,113800,114400,115700,117100,118300,119300,120500,121100,121200,121400,122300,123600,124800,125500,125300,124800,124200,124000,124200,124800,125700,125900,125200,124800,125100,125500,125700,125500,125500,126300,127500,128200,128400,128500,129500,131100,132400,133200,133300,133500,133900,133500,132600,132300,132400,132600,133300,134000,134600,135400,136500,137200,137800,138400,138800,139500,140800,141900,143000,143600,143800,144100,144500,144900,145200,146100,147200,148000,148600,150300,152500,155100,158400,161800,164200,166200,168900,172300,175900,178900,182300,185700,188800,191800,195400,200000,206700,214800,223300,231400,239800,248600,256400,262200,267600,273600,280900,288300,295300,302500,309200,314200,319700,327600,335500,342400,348700,354800,359900,364200,369900,379000,389100,397000,402600,407700,412000,414400,416000,419100,422500,424900,425200,423800,421600,419200,417200,415400,410800,402300,393900,386700,379200,370200,358700,345100,332500,321700,312100,303600,293800,281900,270900,262500,254400,245000,234800,224700,216900,211000,204600,196000,193100,202700,214300,215500,210800,208900,210300,212000,212000,212800,215000,217300,218000,213300,206200,202400,202300,203800,205600,206200,205600,204100,202400,201400,200200,198500,198000,198900,200300,201600,203500,207600,211700,213800,214400,215400,216400,216600,217300,220000,224000,227100,230000,233500,236800,238800,241800,245900,248500,250000,251900,255200,259600,263700,266200,267400,270100,274100,277000,277700,277900,279000,282100,286100,288200,288900,289900,292900,298300,303900,307300,310600,314400,316700,317900,321200,327100,333100,337200,336900,335900,337900,343500,351300,359400,365500,370400,374100,375300,376000,377400,378400,378700,380500,384600,388700,392000,394200,395500,397100
96092,90222,Compton,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5953,105000,105300,106300,107400,108400,109200,109800,110000,110200,110600,111300,112000,112800,113100,113700,114400,115000,115100,115200,115400,116100,117200,118400,119200,120200,121400,122100,122100,122500,123600,125000,125500,124800,123500,122600,122000,121600,121600,121400,120600,120000,120000,120200,120600,121000,121700,122300,123200,123900,124600,125900,127700,128600,128900,129400,129800,130200,131000,131800,132100,132000,131700,131100,131100,131600,131900,132200,133200,134400,135400,136500,137800,139300,140600,141900,143400,145700,148000,150100,152100,154500,156400,158200,160500,162800,164500,165800,167100,168700,170900,173900,177500,181500,186100,190900,195800,200800,206500,212500,218500,224600,231000,236900,242500,248500,255400,262400,269800,277700,285100,291600,297700,303300,308500,315000,322000,327800,331800,335700,340400,346600,355400,365900,376100,383100,387300,388600,389100,389300,389300,388000,386900,386000,384500,382800,381500,380400,379000,377900,376700,374000,369000,362900,355200,345600,335100,324400,313100,302200,291700,281700,271700,261300,250500,240100,229900,219900,209200,199200,191700,187600,185900,184200,180400,179700,183900,189100,190900,192100,195300,198200,197600,195000,192700,191700,193200,193200,190600,187600,186200,185300,184000,182600,183700,185600,186700,186500,186600,186200,185900,186600,189100,191200,193100,195600,199100,202500,204700,205300,205600,206100,206800,208000,210600,214900,220000,224800,227900,229700,231100,232900,234600,237000,239400,241900,244300,246500,248800,251600,253900,255000,256700,260100,263600,267100,271600,275600,278500,281300,283200,283800,285400,288500,291500,294600,298500,302200,304800,306500,307700,308700,309500,311800,315000,317100,318200,320900,324700,327900,329900,332200,336600,342000,347700,352400,355000,358000,362800,367200,370400,373400,375600,376600
96135,90303,Inglewood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,6025,157000,156100,154600,153000,152200,151900,151400,150700,150300,150200,150100,150300,150600,150700,150700,150900,151000,150600,150100,150500,151900,153700,155200,156300,156800,157100,157100,156800,157100,158600,160600,162300,163200,163400,163800,165100,166700,167900,168600,168600,168400,168800,169100,169500,170200,171500,172300,173100,174300,176200,178700,181900,184500,186100,187600,189200,190800,192800,195100,196700,198000,199400,200100,200400,201200,202200,203700,206000,208600,211200,214900,217800,219200,220200,222900,225600,228100,230600,233600,237100,240200,242700,245000,247800,251800,257300,263700,271500,279900,288000,294200,298000,302200,309400,318100,328100,338600,347700,353800,358500,363600,369300,375400,383500,392700,399600,405100,411900,418400,424300,432100,441400,450500,459600,468800,477600,485100,490200,494700,500000,504800,510400,517300,523000,524600,524800,526700,529000,528600,527400,527700,527800,527400,526500,523900,519300,514700,510400,506000,499800,491300,482100,470700,456300,442300,430800,419200,407900,398300,389500,381000,373200,364900,356700,349700,342800,334700,325900,318400,313800,312100,311700,311300,309100,309100,311800,313200,312500,313200,314700,317500,321600,324000,322400,319000,318000,319200,319500,318200,318200,318400,317000,313800,308400,302500,299700,298600,297200,295900,294700,294400,296100,299700,304600,308400,310900,313600,316100,317500,319900,323000,326700,331100,336200,339900,343800,348600,353500,358000,362200,365300,368100,371900,377000,382700,387700,390800,392300,392800,395300,399800,403300,406200,409200,410800,412700,416200,418100,418400,419900,423100,425500,427300,429500,432200,435300,438000,440000,441500,444500,449200,454400,460100,465400,468400,471700,477400,482800,486400,489200,494300,502800,515600,529200,539700,545500,551600,558800,567500,576200,581500,584500,587300
96097,90232,Culver City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,6046,228400,229200,228800,228600,228500,228200,228300,229100,230100,232000,234000,234700,234800,236000,238300,241300,244300,247600,252000,257000,261300,266500,273400,280700,285300,287700,290500,294300,297300,299100,302000,305600,306700,305300,304000,302400,300400,300900,303500,306800,310400,313300,314900,314800,315800,318500,321600,323600,326400,331400,338600,346700,354500,359800,361000,361200,364700,370000,374400,376400,375800,374700,374300,372500,370400,371900,377600,385900,393800,399100,403300,408400,416800,426100,432800,437100,442400,448900,458500,467700,473700,479100,484600,491800,501200,507300,509400,514000,519500,522700,525300,533200,545200,557800,569800,582500,597400,614900,630600,644100,659300,673600,681900,685100,686900,690200,696400,705800,713400,720100,729800,741400,750000,757200,765800,774600,783100,791100,794400,794000,793500,795500,796300,791600,784100,782700,782800,777500,769700,766800,772100,779700,784400,787800,794000,799400,805300,808800,806000,798100,793300,790700,784200,769500,750900,732700,715900,703300,696300,692800,690800,690300,692400,696100,697900,695700,690700,683800,679900,680500,679800,676800,676100,680700,677400,665800,657700,657100,658400,659800,658300,658900,664200,668200,672500,675700,680000,684700,689000,694200,698600,696800,695200,689400,676800,666400,660600,656300,653000,649400,646100,646300,651300,659400,665900,674200,684100,689400,690800,696000,705500,714400,718100,724600,742700,765200,782500,797200,808800,814300,821300,832100,839800,844600,852300,862900,869400,879200,894300,907500,915600,924400,924900,923500,928100,941100,956600,966800,966800,968200,979900,997400,1018500,1042500,1065400,1078400,1085300,1094400,1107700,1114500,1113500,1117400,1124200,1122000,1119500,1130100,1147600,1159900,1175200,1195000,1213100,1227800,1246000,1257000,1259600,1260000,1264800,1272800,1285700,1300200,1318300,1340100,1357300
96474,91723,Covina,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,6191,155200,155000,154600,154300,154100,153900,154000,154400,154600,155100,155800,156100,156300,156500,156600,156800,157200,157900,158600,159300,160200,161400,162500,163300,163900,164100,163900,163600,163500,164100,165100,166100,166800,167900,169100,169700,170100,171600,173700,175600,177100,178200,178900,180100,181600,183300,185400,187200,188500,189700,191000,192000,192900,194100,195500,196800,198600,201300,204100,206700,209700,213400,217000,219600,221300,223000,225400,228200,230500,232400,234800,237700,240800,244100,247200,250400,254500,258700,262500,266700,270700,273800,276200,279200,282800,286700,290500,295100,299900,304400,308900,314100,320200,327600,335800,343700,351200,357100,363400,371500,380600,389200,396000,400500,405500,410500,414600,419100,425600,433100,441000,448700,456600,464000,470800,478200,485100,490400,495300,500100,503100,505700,510000,513400,514000,513200,512900,512600,509700,505600,503500,503000,501700,500100,496400,490900,484800,479400,474900,469200,459100,447900,437700,427200,416300,406400,395600,386500,380500,376300,372100,368800,364500,359900,356000,352700,349200,345700,342700,340000,337200,335300,335500,335100,341700,353300,361200,363100,365900,366100,366700,366800,366900,365500,362700,360500,358700,356400,354000,351700,347800,344300,341900,340900,339900,338500,337300,336400,335600,334100,332700,332300,332700,334100,336500,339100,341300,343500,344600,345500,346600,348400,352400,359700,368200,376900,384700,391700,397900,402800,407400,411800,413200,413300,415700,419300,422300,427400,432300,434800,435500,437600,440800,443900,446500,448300,448100,448400,450300,450700,449100,448300,449100,451600,454200,457100,459400,461700,464200,467400,471000,474300,478300,482900,486300,487600,489600,493600,497500,499500,502300,506200,510600,515700,520400,523800,527800,532200,535700,539200,541800,544100,546200
