RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02
97480,93924,Carmel Valley,CA,Salinas,Monterey,9113,,,,,,,,,,,352900,351900,354000,360400,368100,377300,385500,389900,393500,394700,394800,399100,405400,407500,405500,404300,403900,405300,409500,412500,413000,416800,422000,427500,432400,436300,439800,448200,457900,466400,473300,482500,492000,502200,515200,535200,560700,584400,595600,598100,602300,618100,642400,662600,674900,681900,686300,693100,702300,706000,710400,720700,734800,738100,733600,731600,736800,742000,746100,744200,738100,740700,755900,770200,777400,782800,786100,789500,795700,804000,814300,820000,825100,829800,830400,828000,826400,821200,818300,820600,822600,826200,830100,834900,846700,864100,878900,888300,896100,909100,923700,938200,956800,979800,1000200,1019800,1038800,1053800,1067000,1080700,1101000,1119900,1134200,1140300,1147000,1150700,1155200,1159400,1162400,1172200,1184100,1190500,1184900,1175300,1166600,1160500,1150100,1130100,1111900,1113400,1126800,1130500,1138500,1145000,1143800,1143100,1143800,1137900,1137400,1148900,1164900,1167600,1126100,1057700,993000,969000,965800,956700,936300,927100,919600,913000,908100,903000,898700,893600,889300,880800,870600,865900,868500,862000,842000,821800,789100,751000,733500,738000,739000,732800,723600,715200,709600,707500,705500,696400,690100,689000,689500,691300,685800,669900,660200,654700,643500,630700,622000,617600,617000,616800,614700,615600,623700,634900,640300,646500,660400,676300,688400,695400,701300,706900,711900,714800,725100,736000,745700,751800,756400,762800,773500,786300,801700,818100,829500,834100,830800,824200,817800,813200,807500,801500,800700,802900,803400,806100,813600,819200,826200,838900,849700,860100,873900,885100,887200,889100,898400,912100,922600,930300,941100,954200,968000,976300,978200,976700,976200,982900,995000,1000500,1000500,1002000,1004400,1002700,1003500,1002000,1000500,1004600,1023300,1041500,1046400,1054400,1073600
97493,93953,Del Monte Forest,CA,Salinas,Monterey,9910,,,,,,,,,,,499100,497400,505500,517000,532000,543700,548900,552400,554800,554900,562600,571100,571900,571600,578800,590100,603800,616600,626500,636300,650900,666400,678200,682100,679000,681100,692700,707800,722300,731600,730700,733000,740100,747600,754400,764400,778000,799200,825100,849200,866800,890500,934300,977200,992500,1004000,1039100,1082400,1107600,1125000,1157200,1199400,1238100,1275700,1309000,1336300,1361200,1367600,1348200,1324900,1322400,1339200,1351500,1353900,1356400,1363900,1374800,1386800,1399400,1420300,1455800,1482900,1493300,1508200,1530300,1533900,1518400,1501500,1479800,1445700,1410700,1401700,1405900,1410600,1430400,1450200,1456000,1468400,1502700,1542300,1582000,1615100,1652000,1691100,1726600,1743100,1743300,1741700,1754400,1773500,1794200,1821400,1849500,1880100,1907100,1925200,1924700,1937100,1970500,2016800,2052100,2079300,2098300,2095300,2061700,2033400,2032200,2023500,1986800,1958200,1948600,1939600,1940500,1950800,1954100,1941100,1928500,1932500,1954600,1966100,1948200,1907900,1848700,1774000,1684100,1621400,1593400,1579900,1559600,1535900,1503500,1477000,1446800,1407700,1375000,1352900,1330100,1308200,1284300,1268200,1263100,1257700,1246000,1223700,1248500,1306500,1328900,1306100,1299100,1282700,1263000,1254800,1256400,1245500,1220700,1192800,1166600,1151700,1153500,1177500,1203200,1214700,1207900,1188300,1161000,1142300,1136700,1148900,1167400,1181600,1189600,1186100,1178700,1186500,1201800,1208200,1216200,1235000,1254000,1258800,1250900,1232800,1227000,1239900,1257700,1274700,1298300,1322000,1341400,1353200,1354900,1358800,1367100,1380800,1397400,1419300,1437900,1443700,1439000,1446400,1463300,1479200,1500000,1525500,1542300,1549800,1558000,1570700,1571700,1563200,1545400,1533700,1532100,1534100,1530300,1533900,1537500,1539500,1543000,1548200,1554100,1564600,1579400,1584300,1582500,1581300,1586300,1596400,1604700,1604700,1605300,1607000,1613900,1631100,1656900,1681900,1695400,1695500,1710600,1737900,1738200,1721100,1717200
97482,93926,Gonzales,CA,Salinas,Monterey,9935,144300,142900,141000,139500,138600,138100,138000,138400,139400,140400,141000,141200,141100,141800,143500,145200,146500,147400,147900,148100,148500,148800,149000,149100,149200,148900,148500,148400,148700,149200,149200,148400,147600,147800,148600,149100,149600,150600,151700,153300,155600,157600,159200,161700,164800,167900,171300,175700,179800,182100,182900,185700,190400,194500,196800,198800,200700,204200,208700,211900,214100,217000,221200,223600,223900,225200,228500,231600,233900,235300,236300,238700,242600,247600,253100,258100,260600,261400,262400,264500,267000,269300,271700,275000,279400,283700,286500,288200,291600,297100,302800,309000,314800,320000,325600,331800,338500,346200,355600,366100,377800,389600,401600,410800,420100,430700,441900,451800,461100,470400,479300,486800,494700,502600,510400,518800,527400,534100,539100,543800,547700,548700,547200,546500,545200,541500,535600,528600,522400,519300,517200,512300,508300,505400,499900,491200,482700,476000,470300,463900,456300,445500,428500,406400,382900,363400,348800,336400,325000,314600,302900,290500,278600,267400,255800,243900,232700,221800,211800,201900,191100,181200,174600,171000,166400,161700,160500,162700,164800,166100,167000,169000,171400,171500,170300,169800,170300,170500,169700,170500,171600,171100,169800,168200,165200,163000,162400,163100,164700,166300,167300,167200,167500,169300,171300,172200,173800,177200,180100,180800,180600,182100,185300,188800,191700,194600,199100,203400,206800,210400,213800,215300,217800,222200,226900,230700,233800,236600,239400,245900,256900,266800,273100,278800,284800,288500,290400,292000,294900,297100,299400,301700,303900,305600,307800,309700,311100,312200,313400,315600,319100,322900,325900,329900,336000,341100,344900,350100,354900,356600,357000,357700,358800,361400,363700,364200,363500,363100,363300,362900,362800,366400,371100
96545,91910,Chula Vista,CA,San Diego,San Diego,102,159400,161700,163200,163800,163700,163900,164800,165200,165100,165900,167500,168400,168700,169000,169400,169700,170000,169900,169700,169800,170300,171500,172900,173600,173500,173800,174500,175100,175900,176800,178100,179900,181400,182300,183400,185200,187000,188200,189200,190600,192100,193500,194600,195400,197000,200100,203800,207000,209100,210700,212600,215500,218300,220700,222800,225500,228800,232100,235200,238100,241100,244400,247600,250500,253300,255700,257800,260000,262100,264600,267800,271100,274900,279800,285400,291200,297200,303200,309200,315200,321300,326800,331600,336100,340900,346000,351300,357200,363400,369800,376900,384600,392700,400900,409800,420200,432100,444200,454900,464200,474300,486500,499100,510400,519300,526700,531700,535000,537100,538100,538400,539200,541000,543300,544900,544800,543900,544100,544900,545700,546300,546900,546600,545500,542000,535600,529400,525800,524000,523000,523100,520900,515100,509500,505700,501400,495300,487900,479800,470500,458200,443000,427500,413800,402200,392400,383500,374900,367100,359900,352900,346000,339200,332800,326600,320300,314000,307400,301800,299100,298800,298500,298000,297500,299600,304000,307600,309900,313500,316500,316100,313000,309800,307900,307100,307600,307200,305200,303800,303600,301900,300100,300000,299800,298300,297900,297900,296600,296700,299000,302200,305400,308000,309700,312300,316500,321200,324200,328000,333900,339200,342100,345500,350500,356300,362500,369600,377100,382800,386500,388800,389800,391500,394400,397500,399700,402400,405500,408300,410300,411300,412800,414800,415700,416300,416900,416800,417500,419200,421800,426600,432500,438100,441400,442500,443500,444700,446100,448200,452700,458800,463900,459700,451700,450000,455700,461100,465500,468700,470400,471100,471800,474000,478500,486000,493300,497300,498600,500600,503700,507000,512900,518900
96667,92126,San Diego,CA,San Diego,San Diego,154,151600,150900,150100,149200,148000,147000,146600,146600,146800,147600,148500,149100,149500,150100,150700,151300,152100,153100,154100,155300,156800,158400,160000,161300,162400,163700,165200,166800,168300,169900,171600,173200,174400,175400,177000,179000,180600,182100,184100,186400,188800,190800,192700,195000,198000,201600,205400,208900,212600,215900,218400,220800,223800,227500,231200,234100,236800,239800,242700,245500,247900,249600,250600,251800,254100,256400,258300,260600,263800,267300,270800,273900,277400,282200,288400,295700,303200,310000,316300,323300,329800,335100,339700,343700,347200,350600,354600,358600,362300,367500,375900,385500,395000,404300,413000,421900,433300,448200,463000,474900,483400,489500,492000,491800,491000,491600,494300,498800,502000,503300,504700,507500,509600,510800,511600,511700,509500,507100,505600,505400,504900,502700,499000,495200,492400,489800,486800,485100,483500,481100,480000,479300,476500,473000,469000,463700,458500,453600,448400,442500,435100,426300,417300,408900,401200,396100,391400,385800,380300,376300,372500,369300,365400,361300,358000,355200,351300,346500,343900,344800,347800,350900,354000,355800,364800,378000,385300,386000,389400,392100,392300,390700,387200,382500,379300,376900,373500,370100,367700,364900,362800,361800,360600,358300,354500,351000,349600,351200,352000,351100,351000,353500,354400,352800,351200,353000,358800,366400,373000,378200,382000,385300,389900,395900,402700,410900,420600,429300,436000,439900,441200,440700,439700,440400,442500,444600,446800,450600,453800,455900,458600,463300,467200,470400,473800,476500,477700,478500,479300,481500,484600,487900,490900,492700,494100,495100,494600,494500,498100,506100,514100,519400,524200,528500,529900,530500,532400,536200,538500,536600,535000,537200,541300,546300,551300,553400,554300,555800,559200,563200,567500,574600,582100
96546,91911,Chula Vista,CA,San Diego,San Diego,172,143100,142500,142000,141200,140300,139600,139600,139700,140000,140900,141600,141800,142300,142800,142900,143000,143500,144100,144600,145300,146400,147800,148900,149500,150000,150900,151700,151900,151600,151600,152300,153800,155400,156500,157800,159600,161200,162300,163500,164800,166000,166800,167600,168500,169600,171300,173400,175800,178400,181200,184100,187000,190000,192900,195400,197500,199700,202100,204800,207300,209500,211700,214200,217400,220600,223400,226200,229200,232100,234900,238100,241800,245700,249900,254500,259500,265100,270900,276100,281100,285700,290000,294000,298500,303600,309200,314300,319200,324300,330400,336800,343500,350700,358700,366600,375100,384400,394100,404200,415200,426500,438400,449800,458700,466000,472900,478500,481400,483100,484600,486100,487200,488000,488100,488800,490800,493600,496300,498600,500400,501900,502300,501500,499000,494900,488400,482200,477700,475300,474500,474900,473700,469700,464200,460000,455200,448700,442000,435300,426500,416500,405200,391900,377900,365800,356100,347700,339300,330900,323600,316700,310000,304100,299000,292800,285300,277700,270500,264200,260100,258200,257900,258200,258400,256600,254300,254700,261200,270100,276700,278200,279400,281900,281200,278000,276400,274200,271100,271000,271100,268600,265200,263300,261400,258700,257500,257300,256600,257900,260700,261500,260900,261300,263400,265900,268600,272200,276700,282000,289200,296700,303300,309000,314700,319600,324700,331800,339400,344600,347700,350300,351800,353500,355800,358300,359400,360800,364100,367900,370100,371200,373600,376500,378600,380400,382300,382500,382500,384000,387000,390900,393400,394900,397600,399700,400500,402100,405100,408800,412400,415100,416500,417200,418100,420700,423800,426200,428900,431000,431800,432700,434600,436700,440100,444500,446900,447300,447800,449900,452500,456800,463800,469300
96651,92109,San Diego,CA,San Diego,San Diego,197,191600,195500,198100,200200,202900,205100,206000,206800,207900,210000,212800,214700,214900,215900,218600,220900,222100,223600,225700,228100,229800,231700,234900,239600,244600,249700,253700,256600,260200,264000,266700,269300,272500,275800,278400,278800,278400,280300,285100,289900,292200,292800,295400,301500,308700,315700,323900,331400,336900,341400,345900,350600,354800,359300,365200,371500,377300,383100,389100,394800,397100,396700,396400,396600,395900,395900,399100,404600,410600,415500,418700,422800,429600,435100,439800,446500,455700,465900,474700,480200,484500,489600,494400,499600,505200,510300,513000,516300,521500,527500,532800,539200,549500,563300,575500,585500,600900,622400,645100,666900,684500,695000,700900,701200,699800,705200,717100,724500,722800,719200,719800,723800,729100,733500,737000,739800,735500,726900,723000,723900,724300,723300,716900,705400,697900,699900,702400,703800,707500,709600,703800,696800,695500,697600,697900,696800,694400,690800,686100,680700,672700,661500,648100,637900,628800,619100,610800,607300,604700,603000,602400,602400,604200,607500,608400,608300,607800,604900,602600,602800,602100,603000,605200,607200,605600,597900,587200,575500,572100,573200,571300,564100,564300,562800,559000,552200,549800,551200,556400,559300,556900,552200,551200,550100,544200,537400,531400,528700,524700,524900,532000,539400,541800,546200,553000,557000,556400,551800,552900,563100,579200,591500,596400,602400,611800,622300,627800,630700,634500,640000,644000,645700,643900,638600,639900,643300,640900,637800,640000,647500,659000,669200,665800,656800,654700,662300,674200,689400,699800,702700,697500,693000,692000,697100,703100,711400,716000,716200,709600,706700,712800,721300,733700,745700,745200,740000,742100,740000,738000,739200,744800,753900,761500,765000,773300,786300,796800,805100,821500,842100,856700,868800,877300
96643,92101,San Diego,CA,San Diego,San Diego,201,,,,,,,,,,,,,,,,,,,,,,,178600,182300,185700,185200,178900,172900,171300,168900,164900,164400,167800,170400,172900,177400,181200,182600,183800,184900,185600,188600,196800,203200,204700,206400,212100,216300,218900,224000,229500,230000,230400,234500,238600,243700,250200,257800,265600,271500,272400,270400,266400,265700,269100,272500,275700,279000,281900,284600,287400,289700,294400,302700,315200,327900,338300,343300,341900,339000,342000,346300,350000,358300,368600,372700,374600,380200,386600,390900,397300,408800,420800,429500,434200,435900,442700,462700,483900,495300,502100,510100,517600,521300,522700,525800,532100,537800,540600,539800,539200,541700,545300,550400,555000,558700,562600,566500,565500,562800,563400,564600,565000,565000,562900,558000,552600,550400,551600,552600,551900,550700,548300,545300,543200,540400,536100,533400,532600,528400,523800,520800,517200,512000,506500,499900,493700,488500,484700,480500,476500,473700,472900,470700,465700,459500,453500,446800,440700,436400,433300,429500,425500,422700,411800,397100,390500,392200,393100,393700,389900,387100,389100,391700,389500,384900,380700,379600,382000,382500,380300,376600,372700,366500,359600,354800,352400,350300,349900,353100,356300,358600,361600,367300,375300,382000,384900,388100,395200,404500,413800,421600,426500,431200,435600,441000,451600,464100,471400,474900,475900,473000,474700,477800,476800,474500,472100,469500,468400,470800,474100,477700,480100,484600,487700,488500,488700,490700,496700,500500,499200,495900,497200,499600,501700,504200,509100,513200,518400,523200,524600,523700,521700,519400,520700,526200,532700,541000,549000,554300,551800,545900,546000,549900,551700,553500,556000,556200,557900,559300,560600,564100,569300
96590,92021,El Cajon,CA,San Diego,San Diego,227,150100,150300,150200,149700,148700,148000,147800,147700,148000,149000,150000,150400,150200,149900,149700,149900,150400,151300,152300,153300,154200,155500,156800,157900,159000,160400,161600,162700,163800,164500,165400,167100,168800,170000,171200,172900,174400,175500,176700,178100,179400,180400,182000,183900,186000,188500,191300,193800,196100,198800,202100,205300,208500,211800,214700,216900,219100,221700,224200,226300,228400,230700,232800,235300,238400,241500,244500,247900,251300,255000,259100,263000,266800,271200,276000,280800,285900,292200,298400,303600,307600,311300,315100,319000,322800,325900,328700,331800,336500,342300,348400,354000,360900,369400,378600,388700,399800,411000,422000,432900,441500,446400,449500,453300,457300,460300,463100,465500,468000,471300,474200,475600,475900,475500,475900,477600,479500,480400,480500,480200,479000,476600,473800,471400,469300,467500,465600,463300,459800,456400,453900,451700,448300,444700,441700,438600,433600,428000,422600,416700,408000,396900,385700,375600,366700,360400,356400,351900,346400,341000,335700,330700,325800,320700,316100,311600,306500,301400,297400,295000,294200,294200,294700,294600,298800,306400,311200,311900,315400,317700,315400,311600,309500,307500,305000,302300,298600,295600,294400,293600,291400,288100,284400,281200,279500,280500,282700,283800,282900,282700,283600,284300,284300,286200,288600,292700,297300,299900,301300,306800,313600,316800,319200,324700,331800,338200,345400,352600,357300,360000,362100,363700,364900,366300,368100,371100,373400,375200,376800,376600,375600,376500,377100,376600,377400,378900,380300,383000,386600,390800,394900,397600,399600,404000,410100,414600,416500,417900,421200,424200,424500,422400,425900,434000,438700,437500,436300,435900,437600,439200,440000,442400,447800,453800,457200,458100,459500,462300,464700,466500,468600,472600,476700
96646,92104,San Diego,CA,San Diego,San Diego,393,115500,113800,113000,113500,113700,113500,112900,113000,113700,114500,115300,115700,116000,116900,118800,120600,122000,124000,126000,126100,126000,126800,127600,128500,129800,131200,133000,135400,138400,141200,144000,146500,148200,149800,150900,151100,151300,151500,150600,150200,150500,149800,150500,153200,155900,159200,164900,172200,179500,185700,190200,192500,193900,197000,200600,204500,208600,211400,213300,215200,218200,221800,224900,228500,232600,236000,239100,242100,244800,248700,252500,255700,260100,266700,273600,278200,282500,289900,298400,306800,315700,324200,329700,333900,336200,337600,342100,351200,360200,367100,372300,377200,382800,390300,400100,410800,422300,435200,448100,459700,471100,477600,479400,480700,481400,479500,479200,480100,481200,482600,484100,484300,483900,484600,487000,488900,491300,495400,497800,497800,495100,490700,485700,480900,477100,474200,472300,470000,467000,463900,462400,461100,461200,460800,457200,451000,444100,439300,435800,431400,426700,421200,413500,406700,401200,396200,393400,391300,386600,381300,377700,375200,373100,370800,367500,364000,359900,354200,351200,354900,361400,364200,363700,365100,362100,354600,352300,357800,363200,363500,358400,353500,355100,355900,351100,345300,346100,349700,350800,347000,344900,346100,347100,344800,341600,339900,343300,347600,350600,357400,363500,363200,360000,362600,366900,366600,363400,366500,375500,382800,388300,392900,400200,412300,424900,435100,449100,463500,468100,468400,467500,464400,461800,463500,463500,461500,461900,464000,465400,467100,469400,469900,469900,470600,472100,471800,473900,480100,487000,488700,493000,501400,508900,511800,515400,524700,539400,551900,557700,559800,561500,563200,548300,530900,534200,552800,564700,574300,578500,574600,571100,569000,565600,570600,591300,612200,619700,618800,619300,621400,625300,633800,642100
96657,92115,San Diego,CA,San Diego,San Diego,394,128000,127300,126800,126400,126100,126200,126700,127200,127800,128400,129000,129400,130000,130500,130500,130500,131200,132100,132700,133500,134800,136700,138600,140300,141500,142900,144600,146000,147100,148100,149400,151500,153300,154600,156100,158300,160700,163000,165000,166700,167700,168200,169300,171000,172900,175000,177300,179700,182700,186400,190900,195700,200200,204300,207700,210100,212500,215600,219400,223100,226600,229600,232200,234900,237800,240500,243200,246100,249200,252700,255900,259200,262500,266600,271100,276100,281400,288100,295100,301700,308000,313300,317300,320900,324300,327400,330500,334100,338900,344600,350700,357600,365700,374900,384800,394500,404700,415700,427800,440000,450700,458100,463600,467400,468400,468400,469300,470400,471100,472200,472100,471200,471300,472200,472500,472500,472500,473400,474800,475800,475800,474300,471000,468100,465300,461500,457900,455200,452300,450100,449000,448700,447500,445100,440600,435000,428600,422500,417300,411900,405000,395600,384400,373200,363600,356500,352700,350000,346700,342900,339800,337100,334000,330700,327400,324000,320500,316800,313800,312300,311800,311800,311300,311200,312300,313400,315000,318000,320700,321300,319800,315900,312500,310300,308500,306500,306300,306800,307100,306000,303800,301500,297800,291700,286500,285800,286500,285000,282400,283100,285500,287300,288400,291000,295500,301000,306400,309300,311100,317600,327800,334100,336600,340500,346300,350900,355200,363700,372300,376300,377000,375700,373100,374300,377400,378500,380100,384700,385100,382500,382300,384300,385600,388300,391200,392500,392700,392800,393300,397200,403800,408700,412300,416700,420300,422000,422000,421600,422200,424900,428700,428600,438800,456500,463900,460300,462400,464000,462500,459200,458100,461500,465100,465000,461900,459000,458400,461000,465600,470100,474100,479100,483800
96690,92154,San Diego,CA,San Diego,San Diego,409,137700,137100,137000,137100,136800,136300,136200,136300,136700,137200,137500,137800,138500,139300,139900,140100,140300,140600,140800,141000,141600,142800,144200,145000,145300,145400,145100,144400,144000,144000,144200,145000,146100,146800,147500,148900,150500,151800,153300,154700,155600,156100,157300,159400,161400,163500,165800,168300,170300,172400,174600,177000,179300,181700,184100,186600,188700,190500,192600,195300,198200,201200,204000,207000,210200,213200,216200,219300,222200,225300,228800,232300,236400,241000,245900,251000,256900,262800,268100,272500,276500,280600,284600,288600,293200,298300,303200,308300,314000,320000,325900,331800,338600,346900,355400,364400,373600,382200,391700,402600,413500,424000,433700,442400,450300,457000,462600,466300,468600,470400,472200,472900,473300,474400,475700,477000,478700,480600,482100,483600,485500,486000,484100,481200,478700,475200,472200,470500,469300,467700,467300,465900,461800,457600,454800,451100,445100,439000,433300,424800,412900,399600,386200,373400,362600,354400,347000,338300,329200,321200,313400,305700,297500,289200,281000,272800,264800,256700,249800,245700,243800,242900,242200,240900,241600,244400,246700,250100,255500,258900,259500,260000,260200,259500,258400,258800,259000,258000,256700,255800,254700,254300,254200,253600,251700,248700,247200,248200,250300,252500,255900,258300,258900,260100,261900,263500,266200,269100,271700,276300,283200,290300,296700,302400,307600,313200,320400,327600,335000,342000,346200,346200,345300,344800,346500,349300,352200,354300,355100,354800,354600,356400,358300,358600,357900,359200,360300,360800,362600,367400,372000,375600,380000,385200,389000,390900,392500,394200,396600,400100,403300,405400,409400,413600,414700,415700,420000,426000,429800,429200,427800,429800,432500,433900,436400,441900,447200,450200,452400,454200,455500,459600,463600
96647,92105,San Diego,CA,San Diego,San Diego,451,96400,96900,97100,97000,96500,96200,96200,96500,96900,97400,98100,98800,99000,99000,99000,99100,99300,99600,99700,99900,100100,100500,101200,102000,102300,102100,101800,102200,102900,103700,104900,106300,107800,109000,110300,111800,113500,115200,117200,118500,118700,118600,119100,119700,120600,122100,124100,126400,128900,131200,133200,135700,139100,142300,144600,146500,148500,150800,153100,155200,157000,159300,161800,163900,165800,168000,170400,173300,176600,180100,183200,186000,189400,194200,199700,205500,211500,217900,224900,231700,237200,241800,246900,252600,257700,261900,266000,270700,276100,281200,285700,290600,296700,304000,311300,318200,325100,332600,339900,346000,351500,357300,362700,367700,373500,378500,381600,384200,386700,389200,392100,396300,400500,403600,405600,405900,404700,403700,404200,405800,408000,409200,407500,404600,402600,400500,398900,398900,398400,397300,396500,395100,392200,388800,384900,379800,373300,366500,360500,353300,345300,337400,327600,316000,304500,293600,284400,277200,270800,264800,259000,253500,248500,244100,239000,233300,227300,220900,215300,212200,210300,208900,208100,207600,208100,209200,211600,214600,219300,224200,227400,228100,229100,230100,229400,227100,223600,220500,219300,219300,217500,215700,214000,210400,206500,203800,202300,203700,205700,206100,206500,208600,211000,214300,218800,224200,229300,234000,238800,243700,248500,252200,255500,258900,264000,269600,275900,282500,288100,292700,295900,296600,297500,301100,304900,307800,310000,311800,312700,312700,312400,313000,314600,317300,320300,322900,325000,326500,327100,328700,329500,331200,333800,337300,340200,343800,347100,350300,352400,352700,353400,354300,362400,373500,379000,378900,381400,381800,382400,384600,386700,389800,396100,400800,401100,402100,405800,408900,411300,414500,418700,424200,428800
96664,92122,San Diego,CA,San Diego,San Diego,462,191900,193600,193600,193200,192500,191700,191200,191500,192100,193000,194200,195200,196100,197000,196900,196600,198000,200700,203600,206400,210000,214800,219200,222300,224300,226700,229800,233400,236500,238900,240800,243300,246200,249500,253500,256900,258300,258200,259400,262600,266600,269800,273100,276400,278700,281500,285700,290600,295100,300400,306800,313400,318800,323400,327800,331200,334500,338100,341700,344700,346200,346700,347100,349400,352000,354100,355900,358900,363500,368400,372200,375500,381200,388200,394600,401800,409400,415300,420400,425100,428200,432200,437300,441900,447300,452600,456000,457900,461400,468100,478400,489400,499400,508700,517000,523500,532600,547600,562900,571600,577400,583700,588600,591400,595000,597700,599600,601300,598600,593000,591600,593800,596100,601300,606100,606800,604500,600900,597300,596500,596800,596500,595800,595100,592800,585800,575900,569000,566500,565400,566600,570200,572500,570900,566000,559900,553700,547900,543100,538600,533300,526400,516100,503900,494300,487800,481400,476600,475600,477000,478300,479900,482800,485700,486500,486200,485600,483600,481600,480500,481100,484000,486200,485900,482500,480100,481500,482600,481200,482800,485000,485500,483300,477800,472100,469300,467300,464300,460900,459300,459800,458500,455600,451400,443900,437000,434300,434000,433800,436100,437900,436000,433400,436500,445400,455400,463400,467300,473200,480500,486500,489100,494700,503300,512200,513800,512800,518200,530000,539800,542500,538000,534100,533600,537100,544500,548900,549000,551100,551300,546700,543500,540900,541900,548500,556700,561800,563200,563200,566100,571900,574900,573100,571300,572500,576500,583800,590000,590400,589500,592200,594500,587800,582300,591100,606200,612500,613000,608300,603600,602300,609000,623200,640900,650000,649100,645300,645800,653400,664100,674400,684200,691800
96659,92117,San Diego,CA,San Diego,San Diego,541,165200,163200,161500,160000,158500,157600,157400,157500,158200,159100,160300,161500,162600,163100,163000,162800,163300,164700,166600,168900,171100,173300,175100,177000,179600,182200,185000,187600,189400,190600,191900,193800,196000,197700,199200,201100,203400,206500,210400,214000,216500,218200,220300,222600,224700,227200,230400,234100,238100,241800,244800,248100,253100,258600,262800,266200,270200,275300,280700,285300,288100,289800,291600,294000,296200,297500,298400,300200,302900,306200,310500,315100,320200,325600,331600,338300,344600,351200,359100,366600,372200,376900,381100,385100,388500,391400,393300,396000,401400,409000,417400,425800,434200,443400,453300,464700,478300,493600,508900,523100,534400,543500,550000,553800,555000,554900,554000,552800,552000,552800,554700,555800,555600,553700,551300,550600,551900,552400,551100,549800,549700,549000,546600,542500,538000,533400,529600,527000,525600,524900,525200,524700,521600,517400,514200,510900,506700,501000,495300,489900,484300,478300,470900,462000,454500,449300,444300,439100,434400,430100,426200,423000,420600,418900,416900,413900,410000,405200,402500,404000,408300,412500,415800,417700,419000,419700,421400,423900,424900,423500,420700,416900,412900,409600,407500,405500,403600,399900,395200,392200,392300,392700,391100,388700,385600,383800,383600,384500,383200,381300,380600,381800,382900,385200,388800,392700,397500,403900,409700,414400,420400,428000,435600,442600,448600,453700,458800,463700,468500,473300,475900,474900,473900,476700,483600,489600,493900,497400,502800,508200,511800,513400,514100,515200,517500,520200,521100,521800,522800,525100,528300,531600,532800,531700,532300,535600,539500,544500,550200,552200,553100,557600,559400,557000,557200,559200,560300,565300,572200,574300,574400,580200,592900,604200,611000,615000,618500,622200,627600,633200,638400,645700,651900
